CMS1_Pval	CMS2_Pval	CMS3_Pval	CMS4_Pval	CMS	min_Pval	classifier
kfsyscc.COLON239	1	0.937285903	1	0.003689065	CMS4	0.003689065	NOLBL
kfsyscc.COLON240	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON241	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
kfsyscc.COLON242	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	CMS2
kfsyscc.COLON243	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
kfsyscc.COLON244	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON245	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
kfsyscc.COLON246	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
kfsyscc.COLON249	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
kfsyscc.COLON250	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
kfsyscc.COLON252	1	0.3046316	0.658974359	0.594081281	NA	0.3046316	NOLBL
kfsyscc.COLON253	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
kfsyscc.COLON254	0.404216074	0.3046316	1	0.908340934	NA	0.3046316	NOLBL
kfsyscc.COLON247	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
kfsyscc.COLON248	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
kfsyscc.COLON251	1	0.073071856	0.658974359	0.908340934	NA	0.073071856	CMS2
kfsyscc.COLON255	0.100932401	1	0.658974359	0.594081281	NA	0.100932401	CMS1
kfsyscc.COLON256	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON257	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	CMS1
kfsyscc.COLON258	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
kfsyscc.COLON259	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON260	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
kfsyscc.COLON261	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	CMS3
kfsyscc.COLON262	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
kfsyscc.COLON263	0.816681869	0.3046316	0.204273504	1	NA	0.204273504	CMS3
kfsyscc.COLON264	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	CMS1
kfsyscc.COLON265	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
kfsyscc.COLON266	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
kfsyscc.COLON267	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
kfsyscc.COLON268	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
kfsyscc.COLON269	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
kfsyscc.COLON270	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON271	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
kfsyscc.COLON272	0.100932401	1	1	0.227445019	NA	0.100932401	NOLBL
kfsyscc.COLON273	1	0.3046316	1	0.227445019	NA	0.227445019	NOLBL
kfsyscc.COLON274	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
kfsyscc.COLON275	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
kfsyscc.COLON276	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
kfsyscc.COLON277	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON278	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
kfsyscc.COLON279	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
kfsyscc.COLON280	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
kfsyscc.COLON281	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON282	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON283	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
kfsyscc.COLON284	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
kfsyscc.COLON285	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
kfsyscc.COLON286	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
kfsyscc.COLON287	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
kfsyscc.COLON288	1	0.073071856	0.204273504	1	NA	0.073071856	CMS2
kfsyscc.COLON289	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
kfsyscc.COLON290	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON291	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
kfsyscc.COLON292	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
kfsyscc.COLON293	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON294	1	0.3046316	0.024786325	1	CMS3	0.024786325	CMS3
kfsyscc.COLON295	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
kfsyscc.COLON296	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
kfsyscc.COLON297	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
kfsyscc.COLON298	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
kfsyscc.COLON299	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
kfsyscc.COLON300	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
kfsyscc.COLON301	0.404216074	0.937285903	0.204273504	0.908340934	NA	0.204273504	CMS1
kfsyscc.COLON302	1	0.3046316	0.204273504	0.908340934	NA	0.204273504	CMS3
kfsyscc.COLON303	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
kfsyscc.COLON304	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON305	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
kfsyscc.COLON306	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
kfsyscc.COLON307	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON308	1	0.3046316	0.024786325	1	CMS3	0.024786325	CMS3
kfsyscc.COLON309	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
kfsyscc.COLON310	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	NOLBL
kfsyscc.COLON311	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON312	1	0.073071856	1	0.594081281	NA	0.073071856	CMS2
kfsyscc.COLON313	1	0.937285903	0.000854701	0.908340934	CMS3	0.000854701	CMS3
kfsyscc.COLON314	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
kfsyscc.COLON315	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
kfsyscc.COLON316	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON317	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON318	1	0.000283774	1	1	CMS2	0.000283774	CMS2
kfsyscc.COLON319	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
kfsyscc.COLON320	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM971957	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	CMS4
french.GSM971958	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM971959	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM971960	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM971961	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM971962	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM971963	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
french.GSM971964	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
french.GSM971965	1	0.000283774	1	1	CMS2	0.000283774	NOLBL
french.GSM971966	0.816681869	0.67678119	1	0.227445019	NA	0.227445019	CMS4
french.GSM971967	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM971968	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM971969	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
french.GSM971970	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	CMS3
french.GSM971971	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
french.GSM971972	0.816681869	0.007945678	1	1	CMS2	0.007945678	NOLBL
french.GSM971973	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
french.GSM971974	1	1	0.000854701	0.594081281	CMS3	0.000854701	CMS3
french.GSM971975	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM971976	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM971977	0.100932401	1	0.658974359	0.594081281	NA	0.100932401	CMS4
french.GSM971978	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM971979	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM971980	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
french.GSM971981	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
french.GSM971982	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
french.GSM971983	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM971984	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM971985	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM971986	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
french.GSM971987	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM971988	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
french.GSM971989	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM971990	0.100932401	0.937285903	0.204273504	1	NA	0.100932401	NOLBL
french.GSM971991	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
french.GSM971992	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM971993	0.404216074	0.67678119	0.204273504	1	NA	0.204273504	CMS1
french.GSM971994	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM971995	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
french.GSM971996	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM971997	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	CMS1
french.GSM971998	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
french.GSM971999	1	0.007945678	0.658974359	1	CMS2	0.007945678	NOLBL
french.GSM972000	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972001	1	0.073071856	0.204273504	1	NA	0.073071856	CMS3
french.GSM972002	0.100932401	1	0.024786325	1	CMS3	0.024786325	CMS3
french.GSM972003	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
french.GSM972004	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972005	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972006	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972007	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972008	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
french.GSM972009	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	NOLBL
french.GSM972010	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972011	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972012	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972013	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972014	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972015	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM972016	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
french.GSM972017	1	0.000283774	1	1	CMS2	0.000283774	NOLBL
french.GSM972018	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS4
french.GSM972019	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972020	1	0.000283774	1	1	CMS2	0.000283774	CMS4
french.GSM972021	0.00042904	0.937285903	1	1	CMS1	0.00042904	CMS1
french.GSM972022	1	0.000283774	1	1	CMS2	0.000283774	NOLBL
french.GSM972023	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
french.GSM972024	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972025	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
french.GSM972026	0.816681869	1	1	0.003689065	CMS4	0.003689065	CMS4
french.GSM972027	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972028	1	0.007945678	0.658974359	1	CMS2	0.007945678	NOLBL
french.GSM972029	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972030	0.816681869	1	0.204273504	0.227445019	NA	0.204273504	CMS4
french.GSM972031	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972032	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972033	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972034	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
french.GSM972035	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972036	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972037	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972038	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972039	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972040	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972041	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972042	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972043	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972044	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972045	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972046	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972047	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
french.GSM972048	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972049	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972050	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972051	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972052	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972053	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972054	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972055	0.816681869	0.937285903	0.658974359	0.227445019	NA	0.227445019	NOLBL
french.GSM972056	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM972057	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972058	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM972059	0.011070572	1	1	0.594081281	CMS1	0.011070572	CMS1
french.GSM972060	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
french.GSM972061	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972062	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972063	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
french.GSM972064	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972065	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972066	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972067	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
french.GSM972068	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972069	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
french.GSM972070	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
french.GSM972071	1	0.000283774	1	1	CMS2	0.000283774	NOLBL
french.GSM972072	3.37826424782947e-06	1	1	1	CMS1	3.37826424782947e-06	CMS1
french.GSM972073	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972074	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972075	0.011070572	0.937285903	0.658974359	1	CMS1	0.011070572	CMS1
french.GSM972076	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM972077	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	CMS4
french.GSM972078	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS4
french.GSM972079	0.100932401	1	0.658974359	0.594081281	NA	0.100932401	NOLBL
french.GSM972080	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM972081	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972082	0.816681869	1	0.658974359	0.044126888	CMS4	0.044126888	CMS4
french.GSM972083	0.816681869	0.073071856	1	0.908340934	NA	0.073071856	NOLBL
french.GSM972084	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972085	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
french.GSM972086	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972087	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972088	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	CMS4
french.GSM972089	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972090	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972091	1	0.3046316	0.024786325	1	CMS3	0.024786325	CMS3
french.GSM972092	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972093	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
french.GSM972094	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
french.GSM972095	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
french.GSM972096	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972097	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972098	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972099	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972100	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972101	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
french.GSM972102	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	CMS4
french.GSM972103	0.100932401	0.67678119	1	0.908340934	NA	0.100932401	NOLBL
french.GSM972104	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972105	1	0.000283774	1	1	CMS2	0.000283774	NOLBL
french.GSM972106	0.816681869	0.007945678	1	1	CMS2	0.007945678	NOLBL
french.GSM972107	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
french.GSM972108	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972109	0.011070572	0.67678119	1	1	CMS1	0.011070572	CMS1
french.GSM972110	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972111	1	0.937285903	0.000854701	0.908340934	CMS3	0.000854701	CMS3
french.GSM972112	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972113	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	NA
french.GSM972114	0.404216074	0.937285903	0.024786325	1	CMS3	0.024786325	CMS3
french.GSM972115	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972116	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	CMS4
french.GSM972117	0.404216074	0.937285903	0.204273504	0.908340934	NA	0.204273504	CMS1
french.GSM972118	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	NOLBL
french.GSM972119	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972120	0.404216074	0.67678119	1	0.594081281	NA	0.404216074	CMS1
french.GSM972121	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972122	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972123	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972124	1	0.007945678	0.658974359	1	CMS2	0.007945678	NOLBL
french.GSM972125	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972126	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972127	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
french.GSM972128	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
french.GSM972129	0.100932401	0.937285903	0.204273504	1	NA	0.100932401	CMS1
french.GSM972130	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972131	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972132	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
french.GSM972133	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972134	0.404216074	1	0.204273504	0.594081281	NA	0.204273504	NOLBL
french.GSM972135	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972136	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972137	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972138	1	0.000283774	1	1	CMS2	0.000283774	NOLBL
french.GSM972139	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972140	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972141	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
french.GSM972142	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972143	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
french.GSM972144	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972145	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
french.GSM972146	0.404216074	1	0.204273504	0.594081281	NA	0.204273504	CMS4
french.GSM972147	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972148	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972149	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972150	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972151	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972152	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972153	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972154	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
french.GSM972155	0.816681869	0.007945678	1	1	CMS2	0.007945678	NOLBL
french.GSM972156	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972157	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS2
french.GSM972158	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972159	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972160	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972161	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	NOLBL
french.GSM972162	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972163	1	0.073071856	0.204273504	1	NA	0.073071856	NOLBL
french.GSM972164	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
french.GSM972165	1	0.67678119	0.658974359	0.227445019	NA	0.227445019	CMS4
french.GSM972166	1	0.000283774	1	1	CMS2	0.000283774	NOLBL
french.GSM972167	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972168	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM972169	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972170	1	0.007945678	1	0.908340934	CMS2	0.007945678	NOLBL
french.GSM972171	0.00042904	1	1	0.908340934	CMS1	0.00042904	CMS1
french.GSM972172	0.816681869	0.073071856	0.658974359	1	NA	0.073071856	NOLBL
french.GSM972173	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972174	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
french.GSM972175	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972176	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972177	1	0.007945678	0.658974359	1	CMS2	0.007945678	NA
french.GSM972178	0.816681869	0.937285903	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972179	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
french.GSM972180	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM972181	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972182	1	0.007945678	0.658974359	1	CMS2	0.007945678	CMS2
french.GSM972183	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972184	0.100932401	1	1	0.227445019	NA	0.100932401	CMS4
french.GSM972185	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972186	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972187	1	1	1	9.45913989392251e-05	CMS4	9.45913989392251e-05	CMS4
french.GSM972188	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972189	0.100932401	0.3046316	1	1	NA	0.100932401	CMS1
french.GSM972190	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972191	1	0.67678119	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972192	0.404216074	0.937285903	0.658974359	0.594081281	NA	0.404216074	NOLBL
french.GSM972193	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
french.GSM972194	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972195	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972196	0.00042904	1	0.658974359	1	CMS1	0.00042904	CMS1
french.GSM972197	0.404216074	1	0.000854701	1	CMS3	0.000854701	CMS3
french.GSM972198	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972199	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972200	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972201	1	0.67678119	1	0.044126888	CMS4	0.044126888	CMS4
french.GSM972202	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972203	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972204	1	0.073071856	1	0.594081281	NA	0.073071856	CMS4
french.GSM972205	0.816681869	0.007945678	1	1	CMS2	0.007945678	CMS2
french.GSM972206	1	0.007945678	1	0.908340934	CMS2	0.007945678	CMS4
french.GSM972207	1	0.073071856	1	0.594081281	NA	0.073071856	NOLBL
french.GSM972208	1	0.937285903	1	0.003689065	CMS4	0.003689065	CMS4
french.GSM972209	0.011070572	1	0.658974359	0.908340934	CMS1	0.011070572	CMS1
french.GSM972210	1	0.3046316	1	0.227445019	NA	0.227445019	CMS4
french.GSM972211	1	0.000283774	1	1	CMS2	0.000283774	CMS2
french.GSM972212	0.816681869	0.67678119	0.024786325	1	CMS3	0.024786325	CMS3
french.GSM972213	0.404216074	0.937285903	1	0.227445019	NA	0.227445019	NOLBL
french.GSM972214	0.011070572	1	0.204273504	1	CMS1	0.011070572	CMS1
